period,market_id,temperature_c,temperature_min_c,temperature_max_c,observation_days
2021-01-01,toronto,-2.0451612903225804,-4.487096774193549,0.22903225806451608,31
2021-02-01,toronto,-4.653571428571429,-7.910714285714286,-1.4142857142857144,28
2021-03-01,toronto,2.6806451612903226,-1.7129032258064516,7.283870967741936,31
2021-04-01,toronto,6.8133333333333335,3.48,10.273333333333333,30
2021-05-01,toronto,12.577419354838709,8.264516129032257,16.432258064516127,31
2021-06-01,toronto,20.133333333333333,16.683333333333334,23.813333333333333,30
2021-07-01,toronto,20.94516129032258,17.87741935483871,24.048387096774192,31
2021-08-01,toronto,23.383870967741935,20.029032258064515,26.716129032258067,31
2021-09-01,toronto,18.736666666666668,15.49,22.003333333333334,30
2021-10-01,toronto,14.325806451612904,12.345161290322581,16.812903225806455,31
2021-11-01,toronto,5.010000000000001,2.283333333333333,8.203333333333333,30
2021-12-01,toronto,2.1838709677419357,-0.6516129032258066,4.67741935483871,31
2022-01-01,toronto,-6.854838709677419,-11.274193548387096,-2.803225806451613,31
2022-02-01,toronto,-3.917857142857143,-8.171428571428573,0.11785714285714279,28
2022-03-01,toronto,1.2096774193548387,-2.0483870967741935,4.951612903225806,31
2022-04-01,toronto,5.966666666666667,2.6366666666666663,9.54,30
2022-05-01,toronto,13.332258064516129,9.69032258064516,17.009677419354837,31
2022-06-01,toronto,18.39333333333333,14.156666666666666,22.326666666666664,30
2022-07-01,toronto,21.76451612903226,17.932258064516127,25.40967741935484,31
2022-08-01,toronto,22.161290322580644,18.70967741935484,25.612903225806452,31
2022-09-01,toronto,18.166666666666668,15.296666666666665,21.533333333333335,30
2022-10-01,toronto,10.948387096774193,7.780645161290322,14.387096774193548,31
2022-11-01,toronto,5.846666666666667,3.1766666666666667,8.620000000000001,30
2022-12-01,toronto,0.46451612903225814,-1.8193548387096774,2.5870967741935487,31
2023-01-01,toronto,-0.41290322580645156,-2.7548387096774194,1.7580645161290323,31
2023-02-01,toronto,-1.2857142857142858,-5.214285714285714,3.189285714285714,28
2023-03-01,toronto,0.5709677419354838,-2.454838709677419,3.893548387096774,31
2023-04-01,toronto,7.73,4.0633333333333335,11.666666666666666,30
2023-05-01,toronto,12.651612903225805,8.412903225806453,16.603225806451615,31
2023-06-01,toronto,18.66,15.479999999999999,21.90666666666667,30
2023-07-01,toronto,22.01290322580645,18.34193548387097,25.429032258064513,31
2023-08-01,toronto,20.19677419354839,17.051612903225806,23.312903225806455,31
2023-09-01,toronto,18.720000000000002,15.613333333333333,22.043333333333333,30
2023-10-01,toronto,13.019354838709678,10.558064516129033,15.8,31
2023-11-01,toronto,4.683333333333334,1.9833333333333334,7.456666666666666,30
2023-12-01,toronto,3.0580645161290323,1.4451612903225808,4.893548387096774,31
2024-01-01,toronto,-1.667741935483871,-3.761290322580645,0.7096774193548387,31
2024-02-01,toronto,0.46551724137931033,-2.8310344827586205,4.017241379310345,29
2024-03-01,toronto,3.4612903225806453,0.4645161290322581,6.761290322580645,31
2024-04-01,toronto,7.446666666666667,4.226666666666667,10.78,30
2024-05-01,toronto,14.535483870967743,11.135483870967741,17.91290322580645,31
2024-06-01,toronto,19.046666666666667,15.766666666666667,22.316666666666666,30
2024-07-01,toronto,22.24516129032258,18.63225806451613,25.596774193548388,31
2024-08-01,toronto,21.338709677419356,18.258064516129032,24.574193548387097,31
2024-09-01,toronto,19.040000000000003,16.01,22.123333333333335,30
2024-10-01,toronto,12.838709677419354,9.535483870967743,16.49032258064516,31
2024-11-01,toronto,7.4399999999999995,5.22,9.643333333333334,30
2024-12-01,toronto,0.16451612903225812,-2.235483870967742,2.7129032258064516,31
2025-01-01,toronto,-4.587096774193548,-7.377419354838709,-1.7419354838709677,31
2025-02-01,toronto,-4.446428571428571,-7.75,-0.9642857142857143,28
2025-03-01,toronto,2.1096774193548384,-2.009677419354839,6.300000000000001,31
2025-04-01,toronto,6.373333333333334,2.36,10.55,30
2025-05-01,toronto,11.535483870967743,8.470967741935485,14.919354838709678,31
2025-06-01,toronto,19.043333333333333,15.536666666666667,22.706666666666667,30
2025-07-01,toronto,23.64516129032258,19.625806451612902,27.293548387096774,31
2025-08-01,toronto,21.593548387096774,18.138709677419353,24.906451612903226,31
2025-09-01,toronto,18.353333333333335,14.96,21.913333333333334,30
2025-10-01,toronto,12.764516129032257,9.861290322580645,15.751612903225807,31
2025-11-01,toronto,4.326666666666667,1.88,7.216666666666667,30
2025-12-01,toronto,-2.5483870967741935,-6.335483870967742,0.8064516129032258,31
2021-01-01,london,3.5032258064516126,0.7322580645161291,6.135483870967741,31
2021-02-01,london,5.25,2.3214285714285716,7.878571428571428,28
2021-03-01,london,6.922580645161291,3.167741935483871,10.661290322580646,31
2021-04-01,london,6.583333333333333,1.7266666666666666,11.136666666666667,30
2021-05-01,london,10.883870967741935,6.793548387096774,14.783870967741937,31
2021-06-01,london,16.886666666666667,12.636666666666667,20.886666666666667,30
2021-07-01,london,18.05806451612903,14.035483870967743,21.961290322580645,31
2021-08-01,london,16.503225806451614,13.254838709677419,19.896774193548385,31
2021-09-01,london,16.533333333333335,12.870000000000001,20.326666666666664,30
2021-10-01,london,12.538709677419355,9.396774193548387,15.5,31
2021-11-01,london,7.59,4.866666666666666,10.283333333333333,30
2021-12-01,london,7.083870967741936,4.674193548387097,9.12258064516129,31
2022-01-01,london,4.593548387096774,1.6935483870967742,7.764516129032257,31
2022-02-01,london,7.364285714285714,4.046428571428572,10.321428571428571,28
2022-03-01,london,7.980645161290322,4.15483870967742,12.019354838709678,31
2022-04-01,london,9.5,5.206666666666666,13.736666666666668,30
2022-05-01,london,13.793548387096775,9.461290322580645,17.87741935483871,31
2022-06-01,london,16.106666666666666,11.213333333333333,20.363333333333333,30
2022-07-01,london,20.080645161290324,14.906451612903227,24.68064516129032,31
2022-08-01,london,20.174193548387095,15.648387096774194,24.616129032258065,31
2022-09-01,london,15.106666666666666,11.726666666666667,18.470000000000002,30
2022-10-01,london,13.73225806451613,10.345161290322581,17.125806451612902,31
2022-11-01,london,9.896666666666667,7.346666666666667,12.373333333333333,30
2022-12-01,london,4.464516129032258,2.035483870967742,7.093548387096774,31
2023-01-01,london,5.083870967741936,2.138709677419355,7.896774193548388,31
2023-02-01,london,5.928571428571429,2.9428571428571426,9.307142857142859,28
2023-03-01,london,7.293548387096774,4.361290322580645,10.029032258064515,31
2023-04-01,london,8.76,4.973333333333333,12.663333333333332,30
2023-05-01,london,12.535483870967743,8.393548387096773,16.53548387096774,31
2023-06-01,london,17.883333333333333,12.813333333333333,22.61,30
2023-07-01,london,17.45483870967742,13.819354838709677,20.758064516129032,31
2023-08-01,london,17.183870967741935,13.312903225806451,20.893548387096775,31
2023-09-01,london,18.136666666666667,14.113333333333333,22.44,30
2023-10-01,london,13.26774193548387,10.280645161290321,16.596774193548388,31
2023-11-01,london,7.823333333333333,5.176666666666666,10.5,30
2023-12-01,london,7.641935483870968,5.27741935483871,9.616129032258065,31
2024-01-01,london,4.764516129032257,2.1548387096774193,7.387096774193548,31
2024-02-01,london,8.189655172413794,5.5344827586206895,10.906896551724138,29
2024-03-01,london,8.44516129032258,5.583870967741936,11.587096774193547,31
2024-04-01,london,9.956666666666667,6.706666666666666,13.223333333333333,30
2024-05-01,london,13.861290322580645,9.761290322580646,17.76774193548387,31
2024-06-01,london,15.416666666666666,10.463333333333333,19.4,30
2024-07-01,london,17.5,13.345161290322581,21.387096774193548,31
2024-08-01,london,18.651612903225804,14.403225806451612,22.72258064516129,31
2024-09-01,london,15.086666666666668,11.963333333333333,18.57,30
2024-10-01,london,12.212903225806452,9.154838709677419,15.170967741935485,31
2024-11-01,london,8.036666666666667,5.733333333333333,10.543333333333333,30
2024-12-01,london,7.403225806451613,5.47741935483871,9.251612903225807,31
2025-01-01,london,3.7129032258064516,1.1483870967741936,6.148387096774194,31
2025-02-01,london,4.846428571428571,1.9964285714285714,7.625,28
2025-03-01,london,7.193548387096774,2.793548387096774,11.935483870967742,31
2025-04-01,london,10.816666666666666,5.943333333333333,15.723333333333333,30
2025-05-01,london,14.193548387096774,9.448387096774193,18.816129032258065,31
2025-06-01,london,18.483333333333334,13.636666666666667,23.033333333333335,30
2025-07-01,london,19.570967741935487,15.080645161290322,23.55806451612903,31
2025-08-01,london,18.529032258064515,14.303225806451612,22.74516129032258,31
2025-09-01,london,14.896666666666667,11.463333333333333,18.563333333333333,30
2025-10-01,london,12.245161290322581,9.561290322580644,15.009677419354839,31
2025-11-01,london,9.056666666666667,6.21,11.313333333333333,30
2025-12-01,london,7.258064516129032,4.851612903225806,9.361290322580645,31
2021-01-01,rome,7.387096774193548,4.33225806451613,10.635483870967741,31
2021-02-01,rome,9.87857142857143,5.589285714285714,14.360714285714286,28
2021-03-01,rome,10.096774193548388,5.45483870967742,14.858064516129033,31
2021-04-01,rome,12.343333333333334,7.84,16.673333333333332,30
2021-05-01,rome,17.016129032258064,12.774193548387096,21.345161290322583,31
2021-06-01,rome,23.333333333333332,17.543333333333333,28.596666666666668,30
2021-07-01,rome,26.10967741935484,20.97741935483871,31.148387096774194,31
2021-08-01,rome,26.112903225806452,21.551612903225806,30.758064516129032,31
2021-09-01,rome,22.92,18.44,27.573333333333334,30
2021-10-01,rome,16.54516129032258,13.061290322580644,20.664516129032258,31
2021-11-01,rome,13.636666666666667,10.843333333333334,17.066666666666666,30
2021-12-01,rome,8.796774193548387,5.364516129032259,12.670967741935485,31
2022-01-01,rome,7.080645161290323,3.1967741935483875,11.661290322580646,31
2022-02-01,rome,9.139285714285714,4.867857142857143,13.75357142857143,28
2022-03-01,rome,9.54516129032258,4.683870967741935,14.687096774193549,31
2022-04-01,rome,13.163333333333332,8.326666666666666,17.85,30
2022-05-01,rome,20.31935483870968,14.480645161290322,25.706451612903226,31
2022-06-01,rome,25.913333333333334,20.006666666666668,31.636666666666667,30
2022-07-01,rome,27.809677419354838,22.019354838709678,33.34193548387096,31
2022-08-01,rome,26.58709677419355,21.616129032258065,31.55483870967742,31
