period,market_id,interest_index,below_one_share,source_resolution
2022-12-01,moscow,31.548387096774192,0.0,week
2023-01-01,moscow,39.064516129032256,0.0,week
2023-02-01,moscow,36.857142857142854,0.0,week
2023-03-01,moscow,42.0,0.0,week
2023-04-01,moscow,48.766666666666666,0.0,week
2023-05-01,moscow,58.96774193548387,0.0,week
2023-06-01,moscow,69.0,0.0,week
2023-07-01,moscow,61.064516129032256,0.0,week
2023-08-01,moscow,56.41935483870968,0.0,week
2023-09-01,moscow,40.93333333333333,0.0,week
2023-10-01,moscow,32.61290322580645,0.0,week
2023-11-01,moscow,34.833333333333336,0.0,week
2023-12-01,moscow,32.354838709677416,0.0,week
2024-01-01,moscow,35.0,0.0,week
2024-02-01,moscow,37.758620689655174,0.0,week
2024-03-01,moscow,37.096774193548384,0.0,week
2024-04-01,moscow,45.733333333333334,0.0,week
2024-05-01,moscow,60.61290322580645,0.0,week
2024-06-01,moscow,70.06666666666666,0.0,week
2024-07-01,moscow,72.74193548387096,0.0,week
2024-08-01,moscow,53.83870967741935,0.0,week
2024-09-01,moscow,39.8,0.0,week
2024-10-01,moscow,32.70967741935484,0.0,week
2024-11-01,moscow,34.666666666666664,0.0,week
2024-12-01,moscow,32.29032258064516,0.0,week
2025-01-01,moscow,37.12903225806452,0.0,week
2025-02-01,moscow,37.82142857142857,0.0,week
2025-03-01,moscow,36.70967741935484,0.0,week
2025-04-01,moscow,48.5,0.0,week
2025-05-01,moscow,60.483870967741936,0.0,week
2025-06-01,moscow,80.76666666666667,0.0,week
2025-07-01,moscow,74.2258064516129,0.0,week
2025-08-01,moscow,58.54838709677419,0.0,week
2025-09-01,moscow,45.13333333333333,0.0,week
2025-10-01,moscow,39.38709677419355,0.0,week
2025-11-01,moscow,42.96666666666667,0.0,week
2025-12-01,moscow,39.483870967741936,0.0,week
