period,market_id,temperature_c,temperature_min_c,temperature_max_c,observation_days,interest_index,below_one_share,source_resolution,label,country_iso2,country_iso3,scope,trends_geo,weather_source,latitude,longitude,timezone,hemisphere,climate_profile,analysis_role,year,month,month_name,interest_zscore,interest_scaled,temperature_climatology_c,interest_climatology,temperature_anomaly_c,interest_anomaly
2023-07-01,london,17.45483870967742,13.819354838709677,20.758064516129032,31,60.54838709677419,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2023,7,Jul,0.9560501886048127,0.6815950920245397,18.532903225806454,68.96129032258065,-1.0780645161290323,-8.41290322580646
2023-08-01,london,17.183870967741935,13.312903225806451,20.893548387096775,31,57.29032258064516,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2023,8,Aug,0.7461456632517338,0.6196319018404907,18.208387096774192,61.490322580645156,-1.024516129032257,-4.199999999999996
2023-09-01,london,18.136666666666667,14.113333333333332,22.44,30,47.8,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2023,9,Sep,0.13472079831236905,0.4391411042944784,15.952000000000002,40.166666666666664,2.184666666666665,7.633333333333333
2023-10-01,london,13.26774193548387,10.28064516129032,16.596774193548388,31,33.96774193548387,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2023,10,Oct,-0.7564382162559501,0.17607361963190182,12.799354838709679,32.74193548387097,0.4683870967741921,1.225806451612904
2023-11-01,london,7.823333333333333,5.176666666666666,10.5,30,30.633333333333333,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2023,11,Nov,-0.9712612964935403,0.11265848670756642,8.480666666666668,30.18,-0.6573333333333347,0.45333333333333314
2023-12-01,london,7.641935483870968,5.27741935483871,9.616129032258064,31,35.25806451612903,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2023,12,Dec,-0.6733077111656219,0.2006134969325153,6.7703225806451615,31.70967741935484,0.8716129032258069,3.548387096774192
2024-01-01,london,4.764516129032257,2.1548387096774193,7.387096774193548,31,30.806451612903224,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2024,1,Jan,-0.9601079537272547,0.11595092024539871,4.331612903225806,30.0258064516129,0.43290322580645135,0.7806451612903231
2024-02-01,london,8.189655172413794,5.5344827586206895,10.906896551724138,29,34.758620689655174,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2024,2,Feb,-0.7054849497738609,0.19111487201184685,6.315788177339901,35.70886699507389,1.8738669950738922,-0.950246305418716
2024-03-01,london,8.44516129032258,5.583870967741936,11.587096774193547,31,39.064516129032256,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2024,3,Mar,-0.4280727211491535,0.2730061349693251,7.567096774193549,40.18064516129032,0.8780645161290321,-1.1161290322580655
2024-04-01,london,9.956666666666669,6.706666666666666,13.223333333333333,30,48.6,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2024,4,Apr,0.18626171146837286,0.45435582822085885,9.123333333333333,50.10666666666667,0.8333333333333357,-1.5066666666666677
2024-05-01,london,13.861290322580643,9.761290322580646,17.76774193548387,31,67.64516129032258,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2024,5,May,1.4132679666016184,0.816564417177914,13.053548387096773,58.54838709677419,0.80774193548387,9.096774193548384
2024-06-01,london,15.416666666666666,10.463333333333331,19.4,30,65.73333333333333,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2024,6,Jun,1.2900962682261155,0.780204498977505,16.955333333333336,68.68666666666667,-1.5386666666666695,-2.953333333333333
2024-07-01,london,17.5,13.34516129032258,21.387096774193548,31,67.35483870967742,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2024,7,Jul,1.394563602956295,0.811042944785276,18.532903225806454,68.96129032258065,-1.0329032258064537,-1.6064516129032285
2024-08-01,london,18.651612903225804,14.403225806451612,22.72258064516129,31,67.48387096774194,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2024,8,Aug,1.4028766534653276,0.8134969325153374,18.208387096774192,61.490322580645156,0.44322580645161125,5.99354838709678
2024-09-01,london,15.086666666666668,11.963333333333331,18.57,30,40.166666666666664,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2024,9,Sep,-0.35706541471783143,0.2939672801635991,15.952000000000002,40.166666666666664,-0.865333333333334,0.0
2024-10-01,london,12.212903225806452,9.15483870967742,15.170967741935485,31,33.38709677419355,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2024,10,Oct,-0.7938469435465977,0.16503067484662579,12.799354838709679,32.74193548387097,-0.5864516129032271,0.6451612903225836
2024-11-01,london,8.036666666666667,5.733333333333333,10.543333333333331,30,30.8,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2024,11,Nov,-0.9605236062527062,0.11582822085889569,8.480666666666668,30.18,-0.44400000000000084,0.620000000000001
2024-12-01,london,7.403225806451613,5.47741935483871,9.251612903225809,31,32.45161290322581,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2024,12,Dec,-0.8541165597370859,0.14723926380368096,6.7703225806451615,31.70967741935484,0.6329032258064515,0.741935483870968
2025-01-01,london,3.712903225806451,1.1483870967741936,6.148387096774194,31,31.451612903225808,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2025,1,Jan,-0.9185427011820902,0.1282208588957055,4.331612903225806,30.0258064516129,-0.6187096774193548,1.4258064516129068
2025-02-01,london,4.846428571428571,1.9964285714285712,7.625,28,38.857142857142854,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2025,2,Feb,-0.4414329808958135,0.26906222611744074,6.315788177339901,35.70886699507389,-1.4693596059113307,3.1482758620689637
2025-03-01,london,7.193548387096774,2.793548387096774,11.935483870967742,31,46.32258064516129,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2025,3,Mar,0.039536369983943186,0.411042944785276,7.567096774193549,40.18064516129032,-0.3735483870967746,6.1419354838709666
2025-04-01,london,10.816666666666666,5.943333333333333,15.723333333333333,30,63.0,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2025,4,Apr,1.1139981482764367,0.7282208588957054,9.123333333333333,50.10666666666667,1.6933333333333334,12.89333333333333
2025-05-01,london,14.193548387096774,9.448387096774193,18.816129032258065,31,68.74193548387096,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2025,5,May,1.4839288959283972,0.8374233128834353,13.053548387096773,58.54838709677419,1.1400000000000006,10.193548387096769
2025-06-01,london,18.483333333333334,13.636666666666668,23.033333333333335,30,74.43333333333334,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2025,6,Jun,1.8506036987976542,0.9456646216768916,16.955333333333336,68.68666666666667,1.5279999999999987,5.74666666666667
2025-07-01,london,19.570967741935487,15.080645161290322,23.55806451612903,31,77.29032258064517,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2025,7,Jul,2.034668492151823,1.0,18.532903225806454,68.96129032258065,1.0380645161290332,8.329032258064515
2025-08-01,london,18.529032258064515,14.303225806451612,22.74516129032258,31,71.64516129032258,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2025,8,Aug,1.670972532381636,0.8926380368098158,18.208387096774192,61.490322580645156,0.3206451612903223,10.15483870967742
2025-09-01,london,14.896666666666668,11.463333333333331,18.563333333333333,30,41.333333333333336,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2025,9,Sep,-0.28190158303199264,0.31615541922290386,15.952000000000002,40.166666666666664,-1.0553333333333335,1.1666666666666714
2025-10-01,london,12.24516129032258,9.561290322580644,15.00967741935484,31,35.483870967741936,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2025,10,Oct,-0.6587598727748144,0.20490797546012265,12.799354838709679,32.74193548387097,-0.554193548387099,2.741935483870968
2025-11-01,london,9.056666666666668,6.21,11.313333333333333,30,34.166666666666664,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2025,11,Nov,-0.7436222633878581,0.17985685071574634,8.480666666666668,30.18,0.5760000000000005,3.9866666666666646
2025-12-01,london,7.258064516129032,4.851612903225806,9.361290322580643,31,39.61290322580645,0.0,week,London · United Kingdom,GB,GBR,region,GB-ENG,open_meteo,51.5074,-0.1278,Europe/London,north,cool maritime,comparison,2025,12,Dec,-0.39274225648576405,0.2834355828220858,6.7703225806451615,31.70967741935484,0.48774193548387057,7.9032258064516085
2021-01-01,moscow,-7.235483870967743,-9.167741935483871,-5.509677419354839,31,38.0,0.0,week,Moscow · Central Russia,RU,RUS,region,RU-MOW,open_meteo,55.7558,37.6173,Europe/Moscow,north,humid continental,deep_dive,2021,1,Jan,-0.5668168108514949,0.17544987146529564,-6.683870967741936,37.03225806451613,-0.5516129032258066,0.9677419354838719
2021-02-01,moscow,-12.760714285714286,-16.40357142857143,-9.625,28,36.92857142857143,0.0,week,Moscow · Central Russia,RU,RUS,region,RU-MOW,open_meteo,55.7558,37.6173,Europe/Moscow,north,humid continental,deep_dive,2021,2,Feb,-0.6399659972150283,0.15479250826294536,-6.481133004926109,36.90886699507389,-6.279581280788177,0.019704433497537366
